-1.0000667e-06 -0.0412259
-9.9996671e-07 -0.0429353
-9.9986671e-07 -0.0440665
-9.9976671e-07 -0.0446447
-9.9966671e-07 -0.0447201
-9.9956671e-07 -0.0443933
-9.9946671e-07 -0.0438906
-9.9936671e-07 -0.0434381
-9.9926671e-07 -0.0431867
-9.9916671e-07 -0.0431867
-9.9906671e-07 -0.0433375
-9.9896671e-07 -0.0434381
-9.9886671e-07 -0.0433627
-9.9876671e-07 -0.043061
-9.9866671e-07 -0.0426337
-9.9856671e-07 -0.0422315
-9.9846671e-07 -0.0420555
-9.9836671e-07 -0.0421309
-9.9826671e-07 -0.0423823
-9.9816671e-07 -0.0426337
-9.9806671e-07 -0.0426588
-9.9796671e-07 -0.0422817
-9.9786671e-07 -0.0415779
-9.9776671e-07 -0.0406226
-9.9766671e-07 -0.039592
-9.9756671e-07 -0.0386116
-9.9746671e-07 -0.0376564
-9.9736671e-07 -0.0366006
-9.9726671e-07 -0.0353437
-9.9716671e-07 -0.0338354
-9.9706671e-07 -0.0322769
-9.9696671e-07 -0.0309697
-9.9686671e-07 -0.0302659
-9.9676671e-07 -0.0303664
-9.9666671e-07 -0.0312463
-9.9656671e-07 -0.0325786
-9.9646671e-07 -0.0338857
-9.9636671e-07 -0.0347153
-9.9626671e-07 -0.0348912
-9.9616671e-07 -0.0345896
-9.9606671e-07 -0.0342628
-9.9596671e-07 -0.0344388
-9.9586671e-07 -0.0354945
-9.9576671e-07 -0.037405
-9.9566671e-07 -0.0397177
-9.9556671e-07 -0.0417538
-9.9546671e-07 -0.0428348
-9.9536671e-07 -0.0426337
-9.9526671e-07 -0.0413014
-9.9516671e-07 -0.0393909
-9.9506671e-07 -0.0376312
-9.9496671e-07 -0.0366006
-9.9486671e-07 -0.0365
-9.9476671e-07 -0.0370782
-9.9466671e-07 -0.0377067
-9.9456671e-07 -0.0378072
-9.9446671e-07 -0.0369777
-9.9436671e-07 -0.0352683
-9.9426671e-07 -0.0330813
-9.9416671e-07 -0.0309697
-9.9406671e-07 -0.0294112
-9.9396671e-07 -0.0285816
-9.9386671e-07 -0.02828
-9.9376671e-07 -0.0281543
-9.9366671e-07 -0.0277521
-9.9356671e-07 -0.0267717
-9.9346671e-07 -0.0252635
-9.9336671e-07 -0.0233279
-9.9326671e-07 -0.0212414
-9.9316671e-07 -0.0191298
-9.9306671e-07 -0.0170434
-9.9296671e-07 -0.0148816
-9.9286671e-07 -0.012594
-9.9276671e-07 -0.0102311
-9.9266671e-07 -0.00806923
-9.9256671e-07 -0.00643527
-9.9246671e-07 -0.005656
-9.9236671e-07 -0.00580683
-9.9226671e-07 -0.00663637
-9.9216671e-07 -0.00764188
-9.9206671e-07 -0.00822005
-9.9196671e-07 -0.00784299
-9.9186671e-07 -0.00628444
-9.9176671e-07 -0.00361984
-9.9166671e-07 -0.000276516
-9.9156671e-07 0.00321764
-9.9146671e-07 0.00633472
-9.9136671e-07 0.0088485
-9.9126671e-07 0.0106836
-9.9116671e-07 0.0119907
-9.9106671e-07 0.0130716
-9.9096671e-07 0.0140772
-9.9086671e-07 0.0151581
-9.9076671e-07 0.016239
-9.9066671e-07 0.0172697
-9.9056671e-07 0.0180992
-9.9046671e-07 0.0186774
-9.9036671e-07 0.0190293
-9.9026671e-07 0.0192053
-9.9016671e-07 0.0193058
-9.9006671e-07 0.0193561
-9.8996671e-07 0.0193561
-9.8986671e-07 0.0192304
-9.8976671e-07 0.0189036
-9.8966671e-07 0.0183003
-9.8956671e-07 0.0173451
-9.8946671e-07 0.016063
-9.8936671e-07 0.0144794
-9.8926671e-07 0.0126443
-9.8916671e-07 0.010583
-9.8906671e-07 0.00837088
-9.8896671e-07 0.00603307
-9.8886671e-07 0.00361984
-9.8876671e-07 0.00120661
-9.8866671e-07 -0.00110606
-9.8856671e-07 -0.00321764
-9.8846671e-07 -0.00502755
-9.8836671e-07 -0.00653582
-9.8826671e-07 -0.00776757
-9.8816671e-07 -0.0088485
-9.8806671e-07 -0.00995456
-9.8796671e-07 -0.011312
-9.8786671e-07 -0.0130716
-9.8776671e-07 -0.0152838
-9.8766671e-07 -0.0178227
-9.8756671e-07 -0.0204621
-9.8746671e-07 -0.0228
-9.8736671e-07 -0.0245345
-9.8726671e-07 -0.0254143
-9.8716671e-07 -0.0253892
-9.8706671e-07 -0.0247104
-9.8696671e-07 -0.0237301
-9.8686671e-07 -0.0229257
-9.8676671e-07 -0.022624
-9.8666671e-07 -0.0229257
-9.8656671e-07 -0.0237301
-9.8646671e-07 -0.0247356
-9.8636671e-07 -0.0256154
-9.8626671e-07 -0.0261936
-9.8616671e-07 -0.0265455
-9.8606671e-07 -0.0269226
-9.8596671e-07 -0.0276767
-9.8586671e-07 -0.0290341
-9.8576671e-07 -0.0309697
-9.8566671e-07 -0.0331316
-9.8556671e-07 -0.0350169
-9.8546671e-07 -0.0361481
-9.8536671e-07 -0.0361984
-9.8526671e-07 -0.0352934
-9.8516671e-07 -0.0338103
-9.8506671e-07 -0.0323272
-9.8496671e-07 -0.0313719
-9.8486671e-07 -0.031196
-9.8476671e-07 -0.031749
-9.8466671e-07 -0.0327294
-9.8456671e-07 -0.0337852
-9.8446671e-07 -0.0347404
-9.8436671e-07 -0.0356705
-9.8426671e-07 -0.0368268
-9.8416671e-07 -0.0386116
-9.8406671e-07 -0.0412259
-9.8396671e-07 -0.0446195
-9.8386671e-07 -0.0484656
-9.8376671e-07 -0.0522866
-9.8366671e-07 -0.0556048
-9.8356671e-07 -0.0581688
-9.8346671e-07 -0.0600541
-9.8336671e-07 -0.0615373
-9.8326671e-07 -0.0630707
-9.8316671e-07 -0.0650063
-9.8306671e-07 -0.0674949
-9.8296671e-07 -0.0703858
-9.8286671e-07 -0.0734023
-9.8276671e-07 -0.0761675
-9.8266671e-07 -0.0784047
-9.8256671e-07 -0.0800387
-9.8246671e-07 -0.0810693
-9.8236671e-07 -0.0815972
-9.8226671e-07 -0.0817732
-9.8216671e-07 -0.0816475
-9.8206671e-07 -0.0812201
-9.8196671e-07 -0.0804912
-9.8186671e-07 -0.0794102
-9.8176671e-07 -0.0780277
-9.8166671e-07 -0.076444
-9.8156671e-07 -0.0747849
-9.8146671e-07 -0.0731258
-9.8136671e-07 -0.0715924
-9.8126671e-07 -0.0701847
-9.8116671e-07 -0.0689026
-9.8106671e-07 -0.0677714
-9.8096671e-07 -0.0667659
-9.8086671e-07 -0.065861
-9.8076671e-07 -0.064956
-9.8066671e-07 -0.0639505
-9.8056671e-07 -0.0627439
-9.8046671e-07 -0.0612356
-9.8036671e-07 -0.059476
-9.8026671e-07 -0.0576158
-9.8016671e-07 -0.0559064
-9.8006671e-07 -0.0545992
-9.7996671e-07 -0.0537697
-9.7986671e-07 -0.0533675
-9.7976671e-07 -0.053091
-9.7966671e-07 -0.0525631
-9.7956671e-07 -0.051457
-9.7946671e-07 -0.0496974
-9.7936671e-07 -0.0474601
-9.7926671e-07 -0.0451726
-9.7916671e-07 -0.0432621
-9.7906671e-07 -0.0420304
-9.7896671e-07 -0.0414271
-9.7886671e-07 -0.0410751
-9.7876671e-07 -0.0404215
-9.7866671e-07 -0.0389887
-9.7856671e-07 -0.0366006
-9.7846671e-07 -0.0334081
-9.7836671e-07 -0.029914
-9.7826671e-07 -0.0266963
-9.7816671e-07 -0.0241323
-9.7806671e-07 -0.0221967
-9.7796671e-07 -0.0205376
-9.7786671e-07 -0.0185517
-9.7776671e-07 -0.015686
-9.7766671e-07 -0.0117393
-9.7756671e-07 -0.00686261
-9.7746671e-07 -0.0015334
-9.7736671e-07 0.00361984
-9.7726671e-07 0.00819491
-9.7716671e-07 0.012041
-9.7706671e-07 0.0153592
-9.7696671e-07 0.0185014
-9.7686671e-07 0.0217945
-9.7676671e-07 0.0253389
-9.7666671e-07 0.0290341
-9.7656671e-07 0.0325786
-9.7646671e-07 0.0356202
-9.7636671e-07 0.0380083
-9.7626671e-07 0.039768
-9.7616671e-07 0.0410248
-9.7606671e-07 0.0420304
-9.7596671e-07 0.0429856
-9.7586671e-07 0.0438654
-9.7576671e-07 0.0446447
-9.7566671e-07 0.0451977
-9.7556671e-07 0.0454491
-9.7546671e-07 0.0453988
-9.7536671e-07 0.0450469
-9.7526671e-07 0.0444436
-9.7516671e-07 0.0435889
-9.7506671e-07 0.0423571
-9.7496671e-07 0.0406226
-9.7486671e-07 0.0383351
-9.7476671e-07 0.0354694
-9.7466671e-07 0.0321512
-9.7456671e-07 0.0285565
-9.7446671e-07 0.0249367
-9.7436671e-07 0.0214677
-9.7426671e-07 0.0183506
-9.7416671e-07 0.015686
-9.7406671e-07 0.013499
-9.7396671e-07 0.0117393
-9.7386671e-07 0.0102813
-9.7376671e-07 0.0088485
-9.7366671e-07 0.00713913
-9.7356671e-07 0.00482645
-9.7346671e-07 0.00175964
-9.7336671e-07 -0.00201102
-9.7326671e-07 -0.00623417
-9.7316671e-07 -0.0104573
-9.7306671e-07 -0.0142531
-9.7296671e-07 -0.0172948
-9.7286671e-07 -0.0195069
-9.7276671e-07 -0.0211157
-9.7266671e-07 -0.0223978
-9.7256671e-07 -0.0237301
-9.7246671e-07 -0.0252635
-9.7236671e-07 -0.026998
-9.7226671e-07 -0.028833
-9.7216671e-07 -0.0305675
-9.7206671e-07 -0.0321261
-9.7196671e-07 -0.0335338
-9.7186671e-07 -0.0348661
-9.7176671e-07 -0.0361984
-9.7166671e-07 -0.0374804
-9.7156671e-07 -0.0386116
-9.7146671e-07 -0.0394412
-9.7136671e-07 -0.0398182
-9.7126671e-07 -0.0397931
-9.7116671e-07 -0.0394663
-9.7106671e-07 -0.039039
-9.7096671e-07 -0.0386116
-9.7086671e-07 -0.0381089
-9.7076671e-07 -0.037405
-9.7066671e-07 -0.0362738
-9.7056671e-07 -0.0345896
-9.7046671e-07 -0.0324277
-9.7036671e-07 -0.0300145
-9.7026671e-07 -0.0275761
-9.7016671e-07 -0.0253389
-9.7006671e-07 -0.0232524
-9.6996671e-07 -0.0210906
-9.6986671e-07 -0.0186271
-9.6976671e-07 -0.015686
-9.6966671e-07 -0.0123426
-9.6956671e-07 -0.00887363
-9.6946671e-07 -0.00573141
-9.6936671e-07 -0.00321764
-9.6926671e-07 -0.00145799
-9.6916671e-07 -0.000251378
-9.6906671e-07 0.000779271
-9.6896671e-07 0.00201102
-9.6886671e-07 0.00364498
-9.6876671e-07 0.00568114
-9.6866671e-07 0.00789326
-9.6856671e-07 0.0100551
-9.6846671e-07 0.012041
-9.6836671e-07 0.0139263
-9.6826671e-07 0.0158871
-9.6816671e-07 0.0180992
-9.6806671e-07 0.0205878
-9.6796671e-07 0.023177
-9.6786671e-07 0.02554
-9.6776671e-07 0.0273499
-9.6766671e-07 0.0285062
-9.6756671e-07 0.0290593
-9.6746671e-07 0.0292604
-9.6736671e-07 0.0293609
-9.6726671e-07 0.0294112
-9.6716671e-07 0.0292604
-9.6706671e-07 0.0286571
-9.6696671e-07 0.0273499
-9.6686671e-07 0.0253892
-9.6676671e-07 0.0231519
-9.6666671e-07 0.0212163
-9.6656671e-07 0.0201102
-9.6646671e-07 0.0201605
-9.6636671e-07 0.0212163
-9.6626671e-07 0.0226743
-9.6616671e-07 0.0237301
-9.6606671e-07 0.0237049
-9.6596671e-07 0.0222469
-9.6586671e-07 0.0195321
-9.6576671e-07 0.0160882
-9.6566671e-07 0.0126192
-9.6556671e-07 0.00972832
-9.6546671e-07 0.00769216
-9.6536671e-07 0.00643527
-9.6526671e-07 0.00560572
-9.6516671e-07 0.00487673
-9.6506671e-07 0.00394663
-9.6496671e-07 0.00281543
-9.6486671e-07 0.00163396
-9.6476671e-07 0.000628444
-9.6466671e-07 -5.02755e-05
-9.6456671e-07 -0.000402204
-9.6446671e-07 -0.000578169
-9.6436671e-07 -0.000879822
-9.6426671e-07 -0.00155854
-9.6416671e-07 -0.00281543
-9.6406671e-07 -0.00462535
-9.6396671e-07 -0.00683747
-9.6386671e-07 -0.00915015
-9.6376671e-07 -0.0112617
-9.6366671e-07 -0.0128957
-9.6356671e-07 -0.0139766
-9.6346671e-07 -0.0145548
-9.6336671e-07 -0.0148816
-9.6326671e-07 -0.0152335
-9.6316671e-07 -0.0158619
-9.6306671e-07 -0.0168423
-9.6296671e-07 -0.0180992
-9.6286671e-07 -0.0194064
-9.6276671e-07 -0.020437
-9.6266671e-07 -0.0210906
-9.6256671e-07 -0.0213168
-9.6246671e-07 -0.0214174
-9.6236671e-07 -0.021719
-9.6226671e-07 -0.0225737
-9.6216671e-07 -0.0241323
-9.6206671e-07 -0.0262187
-9.6196671e-07 -0.0285062
-9.6186671e-07 -0.030467
-9.6176671e-07 -0.0317741
-9.6166671e-07 -0.0323523
-9.6156671e-07 -0.0324529
-9.6146671e-07 -0.0325031
-9.6136671e-07 -0.0329808
-9.6126671e-07 -0.0341371
-9.6116671e-07 -0.0359722
-9.6106671e-07 -0.0381591
-9.6096671e-07 -0.0402204
-9.6086671e-07 -0.0418041
-9.6076671e-07 -0.0427342
-9.6066671e-07 -0.0431616
-9.6056671e-07 -0.0434381
-9.6046671e-07 -0.0439408
-9.6036671e-07 -0.0449463
-9.6026671e-07 -0.0464546
-9.6016671e-07 -0.0482645
-9.6006671e-07 -0.049999
-9.5996671e-07 -0.0513313
-9.5986671e-07 -0.0520855
-9.5976671e-07 -0.0522866
-9.5966671e-07 -0.0521609
-9.5956671e-07 -0.0519849
-9.5946671e-07 -0.0520101
-9.5936671e-07 -0.0522866
-9.5926671e-07 -0.0528145
-9.5916671e-07 -0.0534178
-9.5906671e-07 -0.0539457
-9.5896671e-07 -0.0542976
-9.5886671e-07 -0.054373
-9.5876671e-07 -0.054197
-9.5866671e-07 -0.0537697
-9.5856671e-07 -0.053091
-9.5846671e-07 -0.0522363
-9.5836671e-07 -0.0512559
-9.5826671e-07 -0.0503007
-9.5816671e-07 -0.0494711
-9.5806671e-07 -0.0489181
-9.5796671e-07 -0.0486416
-9.5786671e-07 -0.0485159
-9.5776671e-07 -0.0482645
-9.5766671e-07 -0.0475607
-9.5756671e-07 -0.0461027
-9.5746671e-07 -0.0437397
-9.5736671e-07 -0.0406226
-9.5726671e-07 -0.0370531
-9.5716671e-07 -0.0335087
-9.5706671e-07 -0.0303413
-9.5696671e-07 -0.0277521
-9.5686671e-07 -0.0256908
-9.5676671e-07 -0.0238557
-9.5666671e-07 -0.0219453
-9.5656671e-07 -0.019708
-9.5646671e-07 -0.0170685
-9.5636671e-07 -0.0141777
-9.5626671e-07 -0.0113371
-9.5616671e-07 -0.0088485
-9.5606671e-07 -0.00688775
-9.5596671e-07 -0.00540462
-9.5586671e-07 -0.00424828
-9.5576671e-07 -0.00321764
-9.5566671e-07 -0.00213671
-9.5556671e-07 -0.00100551
-9.5546671e-07 5.02755e-05
-9.5536671e-07 0.000804409
-9.5526671e-07 0.0011312
-9.5516671e-07 0.00100551
-9.5506671e-07 0.000553031
-9.5496671e-07 0
-9.5486671e-07 -0.00045248
-9.5476671e-07 -0.000653582
